id,split
sgfr-004258,train
sgfr-003734,train
sgfr-003070,train
sgfr-003400,train
sgfr-000033,train
sgfr-000240,train
sgfr-003548,train
sgfr-002134,train
sgfr-003393,train
sgfr-004870,train
sgfr-004737,train
sgfr-002444,train
sgfr-001017,train
sgfr-001990,train
sgfr-000310,train
sgfr-005547,train
sgfr-004101,train
sgfr-002465,train
sgfr-001448,train
sgfr-003256,train
sgfr-002057,train
sgfr-003654,train
sgfr-000056,train
sgfr-005462,train
sgfr-002368,train
sgfr-004072,train
sgfr-000250,train
sgfr-000342,train
sgfr-004203,train
sgfr-005150,train
sgfr-002648,train
sgfr-004147,train
sgfr-000165,train
sgfr-002042,train
sgfr-001154,train
sgfr-004096,train
sgfr-001291,train
sgfr-004906,train
sgfr-002586,train
sgfr-002576,train
sgfr-004536,train
sgfr-004822,train
sgfr-003791,train
sgfr-004553,train
sgfr-002210,train
sgfr-003162,train
sgfr-000049,train
sgfr-001914,train
sgfr-002063,train
sgfr-001599,train
sgfr-000051,train
sgfr-002450,train
sgfr-004817,train
sgfr-001004,train
sgfr-001239,train
sgfr-000675,train
sgfr-002839,train
sgfr-002892,train
sgfr-001150,train
sgfr-000185,train
sgfr-001765,train
sgfr-002476,train
sgfr-003729,train
sgfr-005570,train
sgfr-004752,train
sgfr-003305,train
sgfr-003174,train
sgfr-001822,train
sgfr-003085,train
sgfr-004323,train
sgfr-002414,train
sgfr-002270,train
sgfr-004897,train
sgfr-004983,train
sgfr-000074,train
sgfr-004002,train
sgfr-005116,train
sgfr-001836,train
sgfr-003405,train
sgfr-000287,train
sgfr-003088,train
sgfr-003994,train
sgfr-005339,train
sgfr-004329,train
sgfr-000753,train
sgfr-000293,train
sgfr-000340,train
sgfr-001772,train
sgfr-003314,train
sgfr-004834,train
sgfr-000497,train
sgfr-000956,train
sgfr-001320,train
sgfr-001054,train
sgfr-003564,train
sgfr-002770,train
sgfr-003058,train
sgfr-003648,train
sgfr-002143,train
sgfr-003809,train
sgfr-003925,train
sgfr-003896,train
sgfr-002024,train
sgfr-002162,train
sgfr-000685,train
sgfr-001342,train
sgfr-002884,train
sgfr-002506,train
sgfr-003904,train
sgfr-003030,train
sgfr-002825,train
sgfr-003575,train
sgfr-005165,train
sgfr-003257,train
sgfr-001862,train
sgfr-002889,train
sgfr-002373,train
sgfr-005015,train
sgfr-000132,train
sgfr-001461,train
sgfr-005549,train
sgfr-000460,train
sgfr-004274,train
sgfr-002154,train
sgfr-003655,train
sgfr-000091,train
sgfr-001013,train
sgfr-002754,train
sgfr-002304,train
sgfr-001905,train
sgfr-002768,train
sgfr-001755,train
sgfr-002321,train
sgfr-003320,train
sgfr-002073,train
sgfr-000565,train
sgfr-005180,train
sgfr-001547,train
sgfr-001371,train
sgfr-001119,train
sgfr-001674,train
sgfr-000114,train
sgfr-000149,train
sgfr-005013,train
sgfr-003018,train
sgfr-003552,train
sgfr-000321,train
sgfr-003509,train
sgfr-005255,train
sgfr-000557,train
sgfr-000369,train
sgfr-001966,train
sgfr-005026,train
sgfr-003608,train
sgfr-005011,train
sgfr-000964,train
sgfr-004402,train
sgfr-004236,train
sgfr-001962,train
sgfr-000248,train
sgfr-001880,train
sgfr-004677,train
sgfr-004771,train
sgfr-001783,train
sgfr-004399,train
sgfr-003361,train
sgfr-001348,train
sgfr-000633,train
sgfr-005543,train
sgfr-004732,train
sgfr-000916,train
sgfr-003812,train
sgfr-005414,train
sgfr-002819,train
sgfr-001977,train
sgfr-005521,train
sgfr-004515,train
sgfr-001832,train
sgfr-005085,train
sgfr-001781,train
sgfr-001589,train
sgfr-001788,train
sgfr-002554,train
sgfr-001778,train
sgfr-001663,train
sgfr-001688,train
sgfr-004022,train
sgfr-000510,train
sgfr-002579,train
sgfr-001312,train
sgfr-003398,train
sgfr-001823,train
sgfr-000274,train
sgfr-000094,train
sgfr-002957,train
sgfr-001633,train
sgfr-004812,train
sgfr-002065,train
sgfr-005148,train
sgfr-003928,train
sgfr-001137,train
sgfr-000384,train
sgfr-000687,train
sgfr-001565,train
sgfr-005368,train
sgfr-003480,train
sgfr-000667,train
sgfr-000778,train
sgfr-001660,train
sgfr-000662,train
sgfr-000463,train
sgfr-000812,train
sgfr-003238,train
sgfr-005067,train
sgfr-001214,train
sgfr-004853,train
sgfr-004540,train
sgfr-002864,train
sgfr-004846,train
sgfr-004293,train
sgfr-000993,train
sgfr-005020,train
sgfr-002487,train
sgfr-005390,train
sgfr-000520,train
sgfr-001994,train
sgfr-003159,train
sgfr-004561,train
sgfr-002569,train
sgfr-001764,train
sgfr-003064,train
sgfr-004813,train
sgfr-002540,train
sgfr-001537,train
sgfr-000774,train
sgfr-000816,train
sgfr-002019,train
sgfr-001973,train
sgfr-001223,train
sgfr-002738,train
sgfr-003469,train
sgfr-003181,train
sgfr-004607,train
sgfr-004521,train
sgfr-005435,train
sgfr-002133,train
sgfr-002598,train
sgfr-004269,train
sgfr-003700,train
sgfr-004914,train
sgfr-004386,train
sgfr-004284,train
sgfr-001192,train
sgfr-000745,train
sgfr-002393,train
sgfr-005019,train
sgfr-005369,train
sgfr-000126,train
sgfr-000037,train
sgfr-001015,train
sgfr-001488,train
sgfr-005268,train
sgfr-005554,train
sgfr-004389,train
sgfr-004092,train
sgfr-003502,train
sgfr-001806,train
sgfr-003172,train
sgfr-004393,train
sgfr-004727,train
sgfr-001369,train
sgfr-002054,train
sgfr-000506,train
sgfr-000238,train
sgfr-001848,train
sgfr-004376,train
sgfr-002874,train
sgfr-004146,train
sgfr-001146,train
sgfr-005242,train
sgfr-002574,train
sgfr-000330,train
sgfr-004804,train
sgfr-004410,train
sgfr-000434,train
sgfr-001705,train
sgfr-000918,train
sgfr-004715,train
sgfr-000259,train
sgfr-004819,train
sgfr-002629,train
sgfr-005208,train
sgfr-004960,train
sgfr-001542,train
sgfr-004883,train
sgfr-002172,train
sgfr-002187,train
sgfr-004784,train
sgfr-005144,train
sgfr-001543,train
sgfr-001665,train
sgfr-004366,train
sgfr-004940,train
sgfr-000453,train
sgfr-004866,train
sgfr-000395,train
sgfr-002462,train
sgfr-004868,train
sgfr-003647,train
sgfr-003756,train
sgfr-002973,train
sgfr-002732,train
sgfr-002963,train
sgfr-005109,train
sgfr-004887,train
sgfr-000521,train
sgfr-001317,train
sgfr-003846,train
sgfr-005103,train
sgfr-004447,train
sgfr-005004,train
sgfr-003842,train
sgfr-003380,train
sgfr-004893,train
sgfr-002253,train
sgfr-000888,train
sgfr-003210,train
sgfr-005044,train
sgfr-001322,train
sgfr-002314,train
sgfr-001601,train
sgfr-003988,train
sgfr-002950,train
sgfr-001340,train
sgfr-005270,train
sgfr-002865,train
sgfr-001550,train
sgfr-003325,train
sgfr-004046,train
sgfr-000534,train
sgfr-004627,train
sgfr-000167,train
sgfr-004811,train
sgfr-003120,train
sgfr-000172,train
sgfr-004623,train
sgfr-001019,train
sgfr-003372,train
sgfr-003143,train
sgfr-000613,train
sgfr-002105,train
sgfr-002356,train
sgfr-001953,train
sgfr-002936,train
sgfr-005063,train
sgfr-000820,train
sgfr-002470,train
sgfr-002318,train
sgfr-002558,train
sgfr-001257,train
sgfr-004616,train
sgfr-003029,train
sgfr-002370,train
sgfr-005096,train
sgfr-002848,train
sgfr-002396,train
sgfr-001998,train
sgfr-004365,train
sgfr-001678,train
sgfr-002254,train
sgfr-004202,train
sgfr-004398,train
sgfr-005121,train
sgfr-000092,train
sgfr-000477,train
sgfr-000431,train
sgfr-004285,train
sgfr-003087,train
sgfr-001044,train
sgfr-003517,train
sgfr-000673,train
sgfr-001658,train
sgfr-003656,train
sgfr-002007,train
sgfr-001078,train
sgfr-001094,train
sgfr-003826,train
sgfr-000842,train
sgfr-005102,train
sgfr-002920,train
sgfr-005541,train
sgfr-005192,train
sgfr-002334,train
sgfr-001307,train
sgfr-002529,train
sgfr-000018,train
sgfr-000947,train
sgfr-000180,train
sgfr-002153,train
sgfr-005487,train
sgfr-002628,train
sgfr-002137,train
sgfr-000940,train
sgfr-004538,train
sgfr-004370,train
sgfr-002026,train
sgfr-002132,train
sgfr-005531,train
sgfr-000841,train
sgfr-004609,train
sgfr-002022,train
sgfr-000549,train
sgfr-005348,train
sgfr-000436,train
sgfr-004854,train
sgfr-004503,train
sgfr-004656,train
sgfr-000901,train
sgfr-004583,train
sgfr-000716,train
sgfr-002535,train
sgfr-004546,train
sgfr-005381,train
sgfr-002297,train
sgfr-002040,train
sgfr-004120,train
sgfr-002606,train
sgfr-000864,train
sgfr-003104,train
sgfr-004090,train
sgfr-001529,train
sgfr-003721,train
sgfr-000218,train
sgfr-003381,train
sgfr-002075,train
sgfr-000169,train
sgfr-002635,train
sgfr-003437,train
sgfr-003368,train
sgfr-002178,train
sgfr-003481,train
sgfr-003560,train
sgfr-003424,train
sgfr-000255,train
sgfr-002056,train
sgfr-000032,train
sgfr-001475,train
sgfr-001190,train
sgfr-002649,train
sgfr-002114,train
sgfr-002995,train
sgfr-003832,train
sgfr-004255,train
sgfr-001807,train
sgfr-004099,train
sgfr-003197,train
sgfr-004725,train
sgfr-002812,train
sgfr-004975,train
sgfr-001042,train
sgfr-000518,train
sgfr-003297,train
sgfr-001176,train
sgfr-003908,train
sgfr-000992,train
sgfr-003099,train
sgfr-004945,train
sgfr-004767,train
sgfr-005138,train
sgfr-001446,train
sgfr-001860,train
sgfr-004797,train
sgfr-000501,train
sgfr-001366,train
sgfr-003332,train
sgfr-001979,train
sgfr-003943,train
sgfr-000692,train
sgfr-000556,train
sgfr-003955,train
sgfr-001415,train
sgfr-001706,train
sgfr-001903,train
sgfr-005073,train
sgfr-003998,train
sgfr-000713,train
sgfr-000969,train
sgfr-004277,train
sgfr-001462,train
sgfr-000376,train
sgfr-002711,train
sgfr-005399,train
sgfr-003522,train
sgfr-005237,train
sgfr-001206,train
sgfr-000447,train
sgfr-001600,train
sgfr-001254,train
sgfr-001719,train
sgfr-001106,train
sgfr-003065,train
sgfr-000523,train
sgfr-000880,train
sgfr-001252,train
sgfr-004657,train
sgfr-003309,train
sgfr-000324,train
sgfr-004334,train
sgfr-003748,train
sgfr-001593,train
sgfr-002701,train
sgfr-002407,train
sgfr-002547,train
sgfr-000935,train
sgfr-001856,train
sgfr-003906,train
sgfr-001327,train
sgfr-002699,train
sgfr-004289,train
sgfr-000424,train
sgfr-004673,train
sgfr-004363,train
sgfr-001398,train
sgfr-001690,train
sgfr-001749,train
sgfr-002604,train
sgfr-002059,train
sgfr-002302,train
sgfr-004629,train
sgfr-004669,train
sgfr-005362,train
sgfr-005115,train
sgfr-005090,train
sgfr-003857,train
sgfr-005523,train
sgfr-005536,train
sgfr-005229,train
sgfr-001614,train
sgfr-003315,train
sgfr-004652,train
sgfr-003602,train
sgfr-002082,train
sgfr-000256,train
sgfr-001652,train
sgfr-002459,train
sgfr-004585,train
sgfr-003981,train
sgfr-001968,train
sgfr-002278,train
sgfr-001016,train
sgfr-001185,train
sgfr-002856,train
sgfr-005286,train
sgfr-003370,train
sgfr-002213,train
sgfr-003207,train
sgfr-001281,train
sgfr-004314,train
sgfr-002801,train
sgfr-002287,train
sgfr-003403,train
sgfr-005248,train
sgfr-004484,train
sgfr-001465,train
sgfr-004801,train
sgfr-001918,train
sgfr-002655,train
sgfr-002737,train
sgfr-003529,train
sgfr-004441,train
sgfr-003927,train
sgfr-000069,train
sgfr-002262,train
sgfr-001067,train
sgfr-002745,train
sgfr-003132,train
sgfr-003247,train
sgfr-005335,train
sgfr-003580,train
sgfr-004039,train
sgfr-004243,train
sgfr-004578,train
sgfr-000272,train
sgfr-004063,train
sgfr-000098,train
sgfr-003907,train
sgfr-004335,train
sgfr-002926,train
sgfr-003605,train
sgfr-000981,train
sgfr-000895,train
sgfr-004375,train
sgfr-001612,train
sgfr-000827,train
sgfr-003448,train
sgfr-003528,train
sgfr-005343,train
sgfr-001796,train
sgfr-004121,train
sgfr-003255,train
sgfr-005082,train
sgfr-005495,train
sgfr-005434,train
sgfr-003473,train
sgfr-001582,train
sgfr-000147,train
sgfr-004970,train
sgfr-001932,train
sgfr-002001,train
sgfr-004534,train
sgfr-000403,train
sgfr-002678,train
sgfr-000416,train
sgfr-002104,train
sgfr-000026,train
sgfr-001621,train
sgfr-004472,train
sgfr-004875,train
sgfr-004464,train
sgfr-004508,train
sgfr-005154,train
sgfr-001329,train
sgfr-001051,train
sgfr-003780,train
sgfr-001586,train
sgfr-001959,train
sgfr-001314,train
sgfr-000352,train
sgfr-000344,train
sgfr-001438,train
sgfr-003271,train
sgfr-003094,train
sgfr-001091,train
sgfr-000617,train
sgfr-002666,train
sgfr-003175,train
sgfr-002933,train
sgfr-003777,train
sgfr-003639,train
sgfr-003177,train
sgfr-003706,train
sgfr-000153,train
sgfr-001874,train
sgfr-000226,train
sgfr-004171,train
sgfr-002431,train
sgfr-002008,train
sgfr-002589,train
sgfr-000876,train
sgfr-002559,train
sgfr-001884,train
sgfr-003713,train
sgfr-005274,train
sgfr-005480,train
sgfr-002584,train
sgfr-003576,train
sgfr-001269,train
sgfr-004917,train
sgfr-005069,train
sgfr-002575,train
sgfr-004221,train
sgfr-000583,train
sgfr-002935,train
sgfr-001383,train
sgfr-004530,train
sgfr-000484,train
sgfr-002640,train
sgfr-003570,train
sgfr-004842,train
sgfr-003037,train
sgfr-003951,train
sgfr-001763,train
sgfr-003657,train
sgfr-002315,train
sgfr-004666,train
sgfr-000019,train
sgfr-001219,train
sgfr-005189,train
sgfr-003640,train
sgfr-000011,train
sgfr-002395,train
sgfr-001889,train
sgfr-002264,train
sgfr-001339,train
sgfr-005219,train
sgfr-005213,train
sgfr-000885,train
sgfr-004250,train
sgfr-002914,train
sgfr-001626,train
sgfr-004428,train
sgfr-002208,train
sgfr-003220,train
sgfr-005429,train
sgfr-002436,train
sgfr-004207,train
sgfr-003704,train
sgfr-004412,train
sgfr-004360,train
sgfr-002588,train
sgfr-003353,train
sgfr-002528,train
sgfr-001725,train
sgfr-005291,train
sgfr-004069,train
sgfr-005288,train
sgfr-002785,train
sgfr-002247,train
sgfr-003662,train
sgfr-005394,train
sgfr-002145,train
sgfr-000688,train
sgfr-003526,train
sgfr-001505,train
sgfr-005095,train
sgfr-000030,train
sgfr-003717,train
sgfr-002453,train
sgfr-001790,train
sgfr-003986,train
sgfr-003237,train
sgfr-004821,train
sgfr-003035,train
sgfr-003873,train
sgfr-000598,train
sgfr-004271,train
sgfr-001641,train
sgfr-004514,train
sgfr-004305,train
sgfr-005100,train
sgfr-002571,train
sgfr-003178,train
sgfr-002759,train
sgfr-002985,train
sgfr-001891,train
sgfr-000616,train
sgfr-000097,train
sgfr-004124,train
sgfr-001218,train
sgfr-004792,train
sgfr-000490,train
sgfr-004267,train
sgfr-004443,train
sgfr-003976,train
sgfr-002532,train
sgfr-000456,train
sgfr-003145,train
sgfr-003591,train
sgfr-004693,train
sgfr-000392,train
sgfr-000601,train
sgfr-004867,train
sgfr-002943,train
sgfr-004840,train
sgfr-004704,train
sgfr-003006,train
sgfr-003119,train
sgfr-002201,train
sgfr-001129,train
sgfr-000146,train
